Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Prawn salad,"900g/2lb raw prawns
100g/4oz celery, finely
chopped
450g/1lb canned pineapple
chunks, drained
75g/3oz raisins
125ml/4fl oz mayonnaise
2 teaspoons curry powder
4 pitta breads
4 leaves of lettuce","• Bring a saucepan of water to the
boil, add the prawns and cook for
3–5 minutes until the prawns turn
pink. Drain and rinse with cold
water. Peel and devein the prawns.
• In a bowl, combine the prawns
and the remaining ingredients,
except the pitta bread and lettuce.
Refrigerate for at least 1 hour
before serving.
• Serve the prawn salad in the pitta
bread with the lettuce leaves. ",Salad,70,"prawns, celery, pineapples, raisins, mayonnaise, curry powder, pitta breads, lettuce"
Classic Caesar salad,"1 small baguette
2 tablespoons olive oil
2 garlic cloves, halved
4 back bacon rashers, trimmed
of fat
2 Cos lettuces
10 anchovy fillets in oil, drained
and halved lengthways
100g/4oz Parmesan cheese,
freghly grated
For the dressing
1 egg yolk
2 garlic cloves, crushed
2 teaspoons Dijon mustard
2 anchovy fillets in oil, drained
2 tablespoons white wine vinegar
1 tablespoon Worcestershire sauce
175ml/6fl oz olive oil
salt and freshly ground
black pepper","• Preheat the oven to 180°C/350°F/Gas mark 4.
• To make the croûtons, cut the baguette into 15 thin slices, and brush
both sides of each slice with the oil. Spread the slices out on a baking
tray, and bake for 10–5 minutes until golden brown. Leave to cool
slightly, then rub each side of each slice of bread with the cut edge of a
garlic clove. Cut each slice into small cubes.
• Cook the bacon under a hot grill until crisp. Drain on kitchen paper until
cooled, then break into chunky pieces.
• Tear the lettuce leaves into pieces, and put in a large serving bowl with
the bacon, anchovies, croûtons and Parmesan.
• For the dressing, put the egg yolks, garlic, mustard, anchovies, vinegar
and Worcestershire sauce in a blender or food processor. Season with
salt and pepper, and process for 20 seconds or until smooth. With the
motor running, gradually add the oil in a thin stream until the dressing is
thick and creamy.
• Drizzle the dressing over the salad, and toss very gently until well
distributed. Serve immediately.",Salad,30,"baguettes, olive oil, garlic, bacon, lettuce, anchovy fillets, parmesan cheese, eggs, garlic, mustard, white winne vinegar, salt, black pepper"
Mussel salad,"450g/1lb new potatoes
900g/2lb black mussels
175ml/6fl oz dry white wine
1 small onion, sliced
2 sprigs of fresh thyme
2 bay leaves
pinch of saffron threads
4 tablespoons sour cream
2 teaspoons chopped fresh parsley
salt and ground black pepper","• Put the potatoes in a pan of cold, lightly salted water. Bring to the boil,
then reduce the heat and simmer for 20 minutes or until tender. Drain
and leave to cool.
• Scrub the mussels with a stiff brush and pull out the hairy beards.
Discard any broken mussels, or open ones that don’t close when tapped
on the work surface. Rinse well. Put the wine, onion, thyme, bay leaves
and half the mussels in a saucepan with a tight-fitting lid. Cover and
cook over a high heat, stirring once, for 4–5 minutes until the mussels
start to open. Remove the mussels as they open (discard any that remain
closed). Cook the remaining mussels the same way and leave to cool.
• Reserve 125ml/4fl oz of the mussel cooking liquid and strain. While it is
still warm, stir in the saffron. Whisk in the sour cream and season well.
• Cut the potatoes into quarters. Remove the mussels and discard the
shells. Combine the potatoes and mussels in a bowl, and add the saffron
dressing. Sprinkle with the parsley, and serve immediately.",Salad,15,"potatoes, mussels, white wine, onions, thyme, bay leaves, saffron threads, sour cream, parsley, salt, black pepper"
Spicy noodle salad,"250g/9oz cooked rice noodles
175g/6oz broccoli, blanched
175g/6oz mangetout, blanched
2 teaspoons sesame oil
2 tablespoons plum sauce
4 tablespoons soy sauce
sliced spring onions, to serve
chopped fresh red chillies,
to serve","• In a large bowl, mix the noodles
with the broccoli and mangetout,
and toss with the sesame oil, plum
sauce and soy sauce.
• Sprinkle with the spring onions and
chillies, and serve.",Salad,15,"rice noodles, broccoli, mangetout, sesame oil, plum sauce, soy sauce, onions, red chillies"
Waldorf chicken salad,"500g/1lb 2oz red apples
3 tablespoons freshly squeezed
lemon juice
150ml/5fl oz mayonnaise
1 bunch of celery, thinly sliced
4 shallots, sliced
1 garlic clove, crushed
75g/3oz walnuts, chopped
500g/1lb 2oz skinless lean
cooked chicken, cubed
1 Cos lettuce
salt and ground black pepper","• Quarter, core and dice the apples.
Put the diced apple in a bowl with
the lemon juice and 1 tablespoon
of the mayonnaise. Cover with
cling film; leave for 40 minutes.
• Add the celery, shallots, garlic and
walnuts to the apple, mix then add
the remaining mayonnaise and
blend thoroughly. Add the chicken
and mix well.
• Line a salad bowl with the lettuce
leaves. Pile the chicken salad into
the centre, season and serve.",Salad,60,"red apples, lemon juice, mayonnaise, celery, shallots, garlic, walnuts, chicken, lettuce, salt, black pepper"
Asparagus & potato salad,"450g/1lb small waxy potatoes
125ml/4fl oz extra virgin olive oil
2 shallots, finely chopped)
4 tablespoons white wine vinegar
900g/2lb fresh asparagus tips or
young asparagus, trimmed
225g/8oz young spinach leaves,
rinsed and drained
salt and freshly ground
black pepper","• Preheat the oven to 220°C/425°F/Gas mark 7.
• Put the potatoes in a roasting tin, drizzle with 1 tablespoon of the oil
and season with salt and pepper. Roast for 20–30 minutes until just soft
to the centre, then cool.
• Meanwhile, in a small bowl, whisk together some salt, pepper, the
shallots, vinegar and the remaining oil. Slice the potatoes thickly, put into
a large bowl, pour the dressing over and marinate for 10 minutes.
• Cook the asparagus in lightly salted boiling water for 3–4 minutes. Drain
carefully, and put into a bowl of ice-cold water to retain the colour and
stop the spears cooking further. Drain again, then add to the potatoes
with the spinach. Toss together carefully, and serve.",Salad,40,"potatoes, olive oil, white wine vinegar, asparagus, spinach, salt, black pepper"
Crab & crispy noodles,"vegetable oil for deep-frying
50g/2oz Chinese rice noodles
2 cooked crabs
100g/4oz alfalfa sprouts
1 small iceberg lettuce
4 sprigs of fresh coriander,
chopped
1 tomato, peeled and diced
4 sprigs of fresh mint, roughly
chopped
For the dressing
50ml/2fl oz vegetable oil
1 tablespoon sesame oil
1⁄2 fresh red chilli, seeded and
finely chopped
1 piece preserved stem ginger in
syrup, cut into strips, drained,
and 2 teaspoons syrup reserved
2 teaspoons light soy sauce
juice of 1
⁄2 lime","• To make the dressing, combine the vegetable and sesame oils in a bowl.
Add the chilli, ginger and syrup, soy sauce and lime juice.
• Heat the oil in a wok over a high heat. Fry the noodles, one handful at
a time, until crisp. Lift out and drain on kitchen paper.
• Flake the white crabmeat into a bowl, and mix well with the alfalfa
sprouts. Put the lettuce, coriander, tomato and mint in a serving bowl,
pour the dressing over and toss lightly. Place a nest of noodles on top,
then add the crabmeat and alfalfa sprouts. Serve.",Salad,10,"vegetable oil, rice noodles, crabs, lettuuce, "
Simple bean salad,"2 tablespoons olive oil
2 garlic cloves, sliced
2 x 400g/14oz cans flageolet
beans, drained and rinsed
extra virgin olive oil for drizzling
2 tablespoons basil pesto
freshly squeezed lemon juice
salt and freshly ground
black pepper
small handful of fresh basil
leaves","• Heat the oil in a small heavy pan.
Sauté the garlic until golden but
not scorched. Stir in the beans,
then leave to marinate in the oil for
10–15 minutes.
• When ready to serve, drizzle a
little oil over until the beans are
generously coated, then add the
pesto sauce and lemon juice to
taste. Season with salt and pepper,
then stir in the basil leaves. Serve
straight away.",Salad,20,"olive oil, garlic, beans, basil pesto, lemon juice, salt, black pepper, basil leaves"
Tomato & bean salad,"225g/8oz broad beans
225g/8oz French beans, topped
and tailed
150ml/5fl oz olive oil
1 garlic clove, crushed
2 tablespoons lemon juice
3 tablespoons chopped
fresh basil leaves
100g/4oz mozzarella cheese,
diced
700g cherry tomatoes,
halved
salt and freshly ground
black pepper","• Cook the broad beans in lightly
salted boiling water for about
3 minutes, then drain.
• Cook the French beans in lightly
salted boiling salted water for
7–10 minutes, then drain.
• Put the oil, garlic and lemon juice
in a blender or food processor,
and whiz to combine. Stir in the
chopped basil and seasoning.
• Mix together the beans, mozzarella
and tomatoes. Pour the dressing
over and stir to coat completely.
Cover and marinate for at least
1 hour before serving. ",Salad,90,"beans, olive oil, garlic, lemon juice, basil leaves, mozzarella, cherry tomatoes, salt, black pepper"
"Crab, melon & cucumber","2 tablespoons white wine
vinegar
150ml/5 fl oz olive oil
salt and ground black pepper
2 tablespoons pickled ginger,
chopped
2.5cm/1in piece of fresh root
ginger, peeled and grated
225g/8oz fresh cooked white
crabmeat, flaked
1 large head chicory, trimmed
and leaves separated 1/2 cucumber, seeded and pared
into ribbons
1 charentais melon, peeled,
seeded and cut into quarters","• Whisk together the vinegar and oil,
and season with salt and pepper.
In a bowl, toss the crabmeat in half
the dressing. Add the pickled
ginger and root ginger.
• Arrange a few chicory leaves,
cucumber ribbons and a melon
quarter on each of four serving
plates. Spoon the crabmeat and
remaining dressing over the top,
and serve.",Salad,5,"white wine vinegar, olive oil, salt, black pepper, pickled ginger, ginger, crabmeat, cucumbers, melons"
Black bean & salsa salad,"425g/15oz canned sweetcorn
kernels, drained
425g/15oz canned black
beans, drained
200g/7oz celery, chopped
100g/4oz onion, chopped
50g/2oz fresh coriander,
chopped
175g/6oz ready-prepared salsa
25ml/1fl oz red wine vinegar","• Put the sweetcorn, beans, celery,
onion and coriander in a large
bowl, and mix well. Blend the
salsa and vinegar together. Pour
over the salad, and toss well.
• Cover and refrigerate for at least
1 hour before serving.",Salad,60,"canned sweetcorn, kernels, black beans, celery, onions, coriander, salsa, red wine vinegar"
Tofu salad,"225g/8oz firm tofu, cut into
2cm/3/4in cubes
100g/4oz mangetout, cut into
3cm/1.25in lengths
2 small carrots, cut into matchsticks
100g/4oz red cabbage, finely
shredded
2 tablespoons chopped peanuts
For the marinade
2 teaspoons sweet chilli sauce
1⁄2 teaspoon grated fresh root
ginger
1 garlic clove, crushed
2 teaspoons light soy sauce
2 tablespoons olive oil","• To make the marinade, put the chilli sauce, ginger, garlic, soy sauce and
oil in a screwtop glass jar, and shake well.
• Put the tofu in a medium bowl, pour the marinade over and stir. Cover
with cling film and refrigerate for 1 hour.
• Put the mangetout in a small pan, pour boiling water over and leave to
stand for 1 minute, then drain and plunge into ice-cold water. Drain well.
• Add the mangetout, carrots and cabbage to the tofu, and toss together
lightly. Transfer the salad to a serving bowl, sprinkle with the peanuts
and serve immediately.",Salad,60,"tofu, mangetout, carrots, red cabbages, peanuts, sweet chilli sauce, ginger, garlic, soy sauce, olive oil"
Saffron rice salad,"1 teaspoon saffron threads
6 green cardamom pods
6 cloves
1 cinnamon stick
450g/1lb basmati rice
2 tablespoons olive oil
squeeze of lemon juice
50g/2oz flaked almonds, toasted
salt and freshly ground
black pepper","• Put the saffron in a small bowl with 3 tablespoons boiling water, and
leave to infuse while the rice is cooking.
• Pour 1 litre cold water into a pan, season with salt and bring to the
boil. Add the spices and rice. Return to the boil, stir with a fork, reduce the
heat, cover and simmer for 10 minutes. Stir the rice again, then pour in the
saffron liquid without stirring. Cook for a further 5–10 minutes until all of
the liquid is absorbed and the rice is tender.
• Put the rice in a bowl and fluff up the grains with a fork. Stir in the oil
and lemon juice, and leave to cool. Transfer to a large serving plate,
season with salt and pepper, and sprinkle with the almonds.",Salad,25,"saffron threads, cloves, cinnamon sticks, rice, olive oil, lemon juice, almonds, salt, black pepper"
Borlotti bean salad,"700g canned cooked
borlotti beans, drained
2 garlic cloves
2 tablespoons fresh sage leaves
1 tablespoon red wine vinegar
2 tablespoons French mustard
5 tablespoons extra virgin
olive oil
250g/9oz rocket leaves
salt and freshly ground
black pepper","• Put the beans in a saucepan; cover
with cold water. Add the garlic
and sage leaves. Bring to the boil,
and simmer for 5 minutes. Drain,
then season with salt and pepper.
• Combine the vinegar and mustard,
and season. Slowly whisk in the
olive oil.
• Toss the beans with two-thirds of
the dressing. Toss the rocket leaves
in the remainder of the dressing.
• Divide the dressed leaves between
four serving plates. Spoon the
beans over the leaves, and serve
with the bean juices over the top.",Salad,15,"beans, garlic, sage leaves, red wine vinegar, mustard, olive oil, rocket leaves, salt, black pepper"
